form	lemma	morph	POS		
la	le		
premiere	premier		
Campagne	Campagne		
.	.		
Tous	tout		
ceux	celui		
qui	qui		
la	il		
voyoient	voir		
,	,		
avoient	avoyer		
une	un		
certaine	certain		
bienveillance	bienveillance		
pour	pour		
elle	il		
,	,		
qu’ils	queil		
ne	ne		
sçavoient	scavoir		
à	à		
quoy	quoy		
attribuer	attribuer		
;	;		
&	je		
elle	il		
avoit	avoir		
un	un		
certain	certain		
air	air		
modeste	modeste		
&	le		
engageant	engager		
,	,		
qui	qui		
empeschoit	empescher		
que	que		
ceux	celui		
qui	qui		
estoient	estoyer		
ennemis	ennemi		
du	de_le		
mérite	mérite		
de	de		
tous	tout		
les	le		
autres	autre		
,	,		
ne	ne		
luy	luire		
portassent	portasser		
envie	envie		
:	:		
Elle	il		
estoit	estoit		
toûjours	toûjour		
retirée	retirer		
;	;		
bien	bien		
qu’elle	quelle		
ne	ne		
sçeut	scevoir		
pas	pas		
elle	il		
-	-		
mesme	mesme		
ce	ce		
qu’elle	quelle		
estoit	estoit		
,	,		
elle	il		
vêcut	vêcir		
comme	comme		
si	si		
elle	il		
eust	eust		
eu	avoir		
dessein	dessein		
de	de		
le	il		
cacher	cacher		
.	.		
Elle	il		
y	y		
reüssit	reüssit		
si	si		
bien	bien		
,	,		
que	que		
personne	personne		
ne	ne		
s’en	savoir		
apperçeut	apercevoir		
:	:		
Elle	il		
n’avoit	navoir		
pas	pas		
encor	encore		
toutes	tout		
les	le		
marques	marque		
qu’il	queil		
faut	falloir		
pour	pour		
la	il		
faire	faire		
connoistre	connaistre		
,	,		
&	je		
estoit	estoit		
tres	tre		
-	-		
jeune	jeune		
,	,		
encor	encore		
qu’elle	quelle		
fut	être		
fort	fort		
grande	grand		
,	,		
&	je		
qu’elle	quelle		
eust	eust		
assez	assez		
de	de		
force	force		
pour	pour		
suporter	suporter		
les	le		
fatigues	fatigue		
de	de		
l’Armée	liarmée		
.	.		
Dans	dans		
la	le		
premiere	premier		
Garnison	Garnison		
où	où		
elle	il		
fut	être		
,	,		
la	le		
Fille	fille		
de	de		
son	son		
Hoste	Hoste		
devint	devenir		
éperdument	éperdument		
amoureuse	amoureux		
d’elle	dîelle		
;	;		
&	être		
comme	comme		
elle	il		
se	se		
croyoit	croire		
grosse	gros		
d’un	déun		
Amant	amant		
qui	qui		
luy	luy		
estoit	estoit		
mort	mort		
depuis	depuis		
peu	peu		
,	,		
&	ê		
qu’elle	quelle		
vouloit	vouloir		
mettre	mettre		
son	son		
honneur	honneur		
à	à		
couvert	couvrir		
,	,		
en	en		
épousant	épouser		
promptement	promptement		
l’objet	liobjet		
de	de		
ses	son		
nouvelles	nouveau		
amours	amour		
,	,		
elle	il		
n’oublia	nauier		
rien	rien		
pour	pour		
s’en	sœn		
faire	faire		
aimer	aimer		
,	,		
&	ê		
fit	faire		
pour	pour		
ce	ce		
beau	beau		
Soldat	Soldat		
des	de_le		
choses	chose		
si	si		
obligeantes	obligeant		
,	,		
qu’elle	quelle		
vint	venir		
à	à		
bout	bout		
de	de		
ses	son		
desseins	dessein		
.	.		
Elle	il		
le	il		
suivoit	suivre		
par	par		
tout	tout		
;	;		
elle	il		
luy	luy		
donnoit	donner		
des	un		
rendez	rendre		
-	-		
vous	vous		
en	en		
cent	cent		
lieux	lieu		
diferents	diferent		
,	,		
afin	afin		
que	que		
tout	tout		
le	le		
monde	monde		
s’apperçût	sappercevoir		
de	de		
son	son		
amour	amour		
,	,		
&	je		
qu’on	queon		
en	en		
parlast	parler		
à	à		
son	son		
Pere	Pere		
.	.		
Son	son		
dessein	dessein		
reüssit	reüssit		
;	;		
car	car		
ceux	celui		
qui	qui		
luy	luy		
en	en		
parlerent	parler		
,	,		
luy	luy		
dirent	dire		
qu’apres	queapre		
l’éclat	lnéclat		
que	que		
cette	ce		
passion	passion		
avoit	avoir		
fait	faire		
,	,		
il	il		
ne	ne		
trouverait	trouver		
jamais	jamais		
personne	personne		
qui	qui		
voulut	vouloir		
épouser	épouser		
sa	son		
Fille	fille		
,	,		
&	être		
que	que		
pour	pour		
mettre	mettre		
son	son		
honneur	honneur		
à	à		
couvert	couvrir		
,	,		
il	il		
la	il		
devoit	devoir		
donner	donner		
en	en		
mariage	mariage		
à	à		
celuy	celuy		
qu’elle	quelle		
aimoit	aimer		
avec	avec		
tant	tant		
d’emportement	deemportement		
.	.		
Le	le		
bon	bon		
Homme	homme		
fut	être		
de	de		
ce	ce		
sentiment	sentiment		
;	;		
&	avoir		
apres	apre		
avoir	avoir		
un	un		
peu	peu		
querellé	quereller		
sa	son		
Fille	fille		
,	,		
&	être		
luy	luy		
avoir	avoir		
fait	faire		
quelques	quelque		
remontrances	remontrance		
,	,		
il	il		
luy	luire		
parla	parler		
d’épouser	dlépouser		
le	le		
jeune	jeune		
Cavalier	Cavalier		
qui	qui		
estoit	estoit		
chez	chez		
luy	luy		
.	.		
Il	il		
est	être		
à	à		
remarquer	remarquer		
que	que		
cette	ce		
Fille	fille		
déguisée	déguiser		
passoit	passer		
pour	pour		
un	un		
jeune	jeune		
Garçon	Garçon		
de	de		
Famille	Famille		
qui	qui		
avoit	avoir		
du	de_le		
bien	bien		
,	,		
&	être		
qui	qui		
estoit	estoit		
venu	venir		
à	à		
l’Armée	lnarmée		
sans	sans		
le	le		
consentement	consentement		
de	de		
ses	son		
Parens	Parens		
.	.		
Ce	ce		
fut	être		
ce	ce		
qui	qui		
fit	faire		
résoudre	résoudre		
son	son		
Hoste	Hoste		
à	à		
luy	luy		
donner	donner		
sa	son		
Fille	fille		
en	en		
mariage	mariage		
.	.		
Je	je		
ne	ne		
vous	vous		
diray	diray		
point	point		
tout	tout		
ce	ce		
qui	qui		
se	se		
passa	passer		
jusques	jusque		
à	à		
ce	ce		
jour	jour		
,	,		
&	être		
je	je		
conduiray	conduire		
seulement	seulement		
ces	ce		
nouveaux	nouveau		
Mariez	Mariez		
au	à_le		
Lit	Lit		
:	:		
C’est	ceest		
je	je		
croy	croire		
où	où		
on	on		
les	il		
attend	attendre		
.	.		
Le	le		
cœur	cuur		
de	de		
la	le		
Mariée	Mariée		
luy	luy		
battoit	battre		
un	un		
peu	peu		
,	,		
car	car		
elle	il		
appréhendoit	appréhender		
que	que		
son	son		
Mary	Mary		
ne	ne		
connut	connaître		
qu’un	queun		
autre	autre		
avoit	avoir		
eu	avoir		
les	le		
faveurs	faveur		
qui	qui		
devoient	dévoyer		
luy	luy		
avoir	avoir		
esté	ester		
reservées	reserver		
.	.		
Elle	il		
perdit	perdre		
bien	bien		
-	-		
tost	tost		
cette	ce		
crainte	crainte		
,	,		
&	je		
ne	ne		
s’apperçût	sappercer		
que	que		
trop	trop		
tost	tost		
pour	pour		
elle	il		
qu’il	queil		
n’estoit	naître		
pas	pas		
en	en		
état	état		
de	de		
rien	rien		
connoistre	connaistre		
:	:		
Ainsi	ainsi		
d’un	deun		
malheur	malheur		
qu’elle	quelle		
appréhendoit	appréhender		
beaucoup	beaucoup		
,	,		
elle	il		
tomba	tomber		
dans	dans		
un	un		
pire	pire		
.	.		
Elle	il		
s’en	souvoir		
seroit	être		
néantmoins	néantmoins		
bientost	bientost		
tirée	tirer		
,	,		
si	si		
elle	il		
n’eust	naître		
point	point		
esté	esté		
grosse	gros		
,	,		
&	ê		
elle	il		
auroit	avoir		
tout	tout		
découvert	découvrir		
:	:		
Cependant	cependant		
elle	il		
n’en	naître		
fit	faire		
rien	rien		
,	,		
&	je		
elle	il		
fut	être		
si	si		
longtemps	longtemps		
à	à		
délibérer	délibérer		
sur	sur		
ce	ce		
qu’elle	quelle		
devoit	devoir		
faire	faire		
,	,		
que	que		
sa	son		
grossesse	grossesse		
parut	paraître		
.	.		
Elle	il		
crût	croire		
qu’il	queil		
n’estoit	naître		
plus	plus		
temps	temps		
de	de		
parler	parler		
;	;		
mais	mais		
par	par		
malheur	malheur		
pour	pour		
elle	il		
,	,		
comme	comme		
elle	il		
estoit	estoit		
dans	dans		
son	son		
neufiéme	neufiéme		
mois	mois		
,	,		
&	je		
qu’elle	quelle		
estoit	estoit		
couchée	coucher		
avec	avec		
son	son		
prétendu	prétendre		
Mary	Mary		
,	,		
une	un		
de	de		
ses	son		
Parentes	Parentes		
entra	entrer		
dans	dans		
sa	son		
Chambre	Chambre		
pendant	pendant		
qu’ils	queil		
dormoient	dormir		
;	;		
&	a		
en	en		
mettant	mettre		
la	le		
main	main		
dans	dans		
le	le		
Lit	Lit		
pour	pour		
éveiller	éveiller		
sa	son		
Cousine	Cousine		
,	,		
qui	qui		
ne	ne		
s’éveilla	sonveiller		
pas	pas		
au	à_le		
bruit	bruit		
qu’elle	quelle		
fit	faire		
en	en		
entrant	entrer		
,	,		
elle	il		
rencontra	rencontrer		
le	le		
sein	sein		
du	de_le		
Mary	Mary		
Fille	Fille		
,	,		
qui	qui		
estoit	estoit		
découvert	découvrir		
.	.		
Il	il		
s’éveilla	saéveilla		
aussitost	aussitost		
,	,		
&	ê		
l’on	lire		
connut	connaître		
par	par		
là	là		
que	que		
c’estoit	ceester		
une	un		
Fille	fille		
;	;		
car	car		
l’étonnement	lnétonnement		
de	de		
la	le		
Parente	Parente		
fut	être		
grand	grand		
,	,		
qu’elle	quelle		
dit	dire		
hautement	hautement		
ce	ce		
qu’il	queil		
luy	luy		
venoit	venir		
d’arriver	dlarriver		
.	.		
Voila	voiler		
l’origine	liorigine		
de	de		
l’Avanture	liavanture		
qui	qui		
depuis	depuis		
peu	peu		
a	avoir		
tant	tant		
fait	faire		
de	de		
bruit	bruit		
,	,		
&	ê		
pourquoy	pourquoy		
tant	tant		
d’Ignorans	deignorans		
ont	avoir		
publié	publier		
depuis	depuis		
quelques	quelque		
jours	jour		
qu’une	queune		
Fille	fille		
avoit	avoir		
fait	faire		
un	un		
Enfant	Enfant		
à	à		
une	un		
autre	autre		
Fille	fille		
.	.		
_____	______		
Eloge	Eloge		
de	de		
Monsieur	monsieur		
le	le		
Duc	duc		
de	de		
Coaslin	Coaslin		
Monsieur	monsieur		
le	le		
Chancelier	Chancelier		
se	se		
sentant	sentir		
pressé	presser		
de	de		
son	son		
mal	mal		
,	,		
a	avoir		
ordonné	ordonner		
à	à		
ses	son		
Enfans	Enfans		
de	de		
remettre	remettre		
les	le		
Sceaux	Sceaux		
entre	entre		
les	le		
mains	main		
da	da		
sa	son		
Majesté	majesté		
,	,		
craignant	craindre		
que	que		
sa	son		
maladie	maladie		
ne	ne		
l’empeschât	lirempescher		
de	de		
la	il		
servir	servir		
avec	avec		
la	le		
mesme	mesme		
application	application		
qu’il	queil		
a	avoir		
fait	faire		
pendant	pendant		
trente	trente		
-	-		
neuf	neuf		
années	année		
qu’il	queil		
a	avoir		
esté	ester		
dans	dans		
cette	ce		
importante	important		
Charge	Charge		
.	.		
Mr	monsieur		
le	le		
Duc	duc		
de	de		
Coaslin	Coaslin		
porta	porter		
la	le		
parole	parole		
,	,		
&	ê		
le	il		
fit	faire		
d’une	déune		
maniere	manier		
qui	qui		
satisfit	satisfaire		
beaucoup	beaucoup		
sa	son		
Majesté	majesté		
.	.		
Je	je		
ne	ne		
sçay	sçay		
,	,		
Madame	madame		
,	,		
si	si		
vous	vous		
sçavez	sçaver		
tout	tout		
le	le		
merite	merite		
de	de		
ce	ce		
Duc	duc		
;	;		
sa	son		
valeur	valeur		
est	être		
connüe	connüe		
,	,		
&	je		
il	il		
passe	passer		
pour	pour		
un	un		
des	de_le		
meilleurs	meilleur		
Hommes	Homme		
du	de_le		
Monde	monde		
,	,		
&	je		
pour	pour		
le	le		
plus	plus		
officieux	officieux		
Amy	Amy		
,	,		
le	le		
plus	plus		
empressé	empresser		
,	,		
&	ê		
qui	qui		
a	avoir		
le	le		
plus	plus		
de	un		
joye	joye		
à	à		
faire	faire		
plaisir	plaisir		
.	.		
Quant	quant		
à	à		
son	son		
esprit	esprit		
,	,		
la	le		
place	place		
qu’il	queil		
a	avoir		
dans	dans		
l’Académie	liacadémie		
fait	faire		
voir	voir		
qu’il	queil		
en	en		
a	a		
beaucoup	beaucoup		
.	.		
De	de		
Paris	Paris		
,	,		
le	le		
30	30		
.	.		
Janvier	janvier		
.	.		
_____	______		
Mort	Mort		
de	de		
Monsieur	monsieur		
le	le		
Chancelier	Chancelier		
,	,		
&	joir		
son	son		
Eloge	Eloge		
JE	je		
ne	ne		
sçay	sçay		
,	,		
Madame	madame		
,	,		
si	si		
cette	ce		
Lettre	lettre		
aura	avoir		
le	le		
bonheur	bonheur		
de	de		
vous	vous		
plaire	plaire		
:	:		
J’en	jen		
dois	devoir		
douter	douter		
avec	avec		
raison	raison		
,	,		
puis	puis		
que	que		
vous	vous		
n’y	naî		
trouverez	trouver		
point	point		
d’Histoire	dehistoire		
nouvelle	nouveau		
comme	comme		
dans	dans		
les	le		
précedentes	précedente		
;	;		
mais	mais		
la	le		
douleur	douleur		
que	que		
me	je		
cause	causer		
la	le		
mort	mort		
de	de		
Monsieur	monsieur		
le	le		
Chancelier	Chancelier		
ne	ne		
laisse	laisser		
pas	pas		
à	à		
mon	mon		
esprit	esprit		
la	le		
liberté	liberté		
de	de		
vous	vous		
raconter	raconter		
des	de_le		
Avantures	Avantures		
.	.		
Ce	ce		
grand	grand		
Chancelier	Chancelier		
n’est	naître		
plus	plus		
,	,		
&	ê		
la	le		
Mort	Mort		
ne	ne		
l’a	lirer		
respecté	respecter		
si	si		
longtemps	longtemps		
,	,		
que	que		
pour	pour		
ne	ne		
rendre	rendre		
sa	son		
perte	perte		
plus	plus		
sensible	sensible		
à	à		
toute	tout		
la	le		
France	France		
.	.		
C’estoit	ceester		
un	un		
homme	homme		
d’un	deun		
éminent	éminent		
sçavoir	sçavoir		
,	,		
d’une	deune		
éloquence	éloquence		
admirable	admirable		
,	,		
&	ê		
d’une	deune		
prudence	prudence		
souvent	souvent		
éprouvée	éprouver		
dans	dans		
le	le		
Conseil	Conseil		
des	de_le		
deux	deux		
plus	plus		
grands	grand		
Roys	Roys		
du	de_le		
Monde	Monde		
.	.		
Il	il		
estoit	estoit		
le	le		
Bien	bien		
-	-		
faiteur	faiteur		
des	un		
Gens	Gens		
de	de		
Lettres	Lettres		
,	,		
le	le		
Protecteur	Protecteur		
de	de		
Sçavans	Sçavans		
,	,		
&	ê		
pour	pour		
comble	comble		
de	de		
gloire	gloire		
,	,		
le	le		
plus	plus		
ferme	ferme		
soûtien	soûtien		
qu’ait	quer		
eu	avoir		
l’Eglise	leEglise		
depuis	depuis		
plusieurs	plusieurs		
Siecles	Siecles		
.	.		
Je	je		
ne	ne		
le	il		
dis	dire		
que	que		
sur	sur		
la	le		
foy	foy		
de	de		
quantité	quantité		
de	de		
Prélats	Prélat		
qui	qui		
publient	publer		
cette	ce		
verité	verité		
.	.		
Jamais	jamais		
Homme	homme		
n’en	noître		
entendit	entendre		
mieux	mieux		
la	le		
Justice	Justice		
,	,		
les	le		
Ordonnances	Ordonnances		
,	,		
&	joir		
les	le		
Loix	Loix		
du	de_le		
Royaume	Royaume		
,	,		
&	ê		
ne	ne		
fit	faire		
plus	plus		
de	de		
cas	cas		
des	de_le		
habiles	habile		
Gens	Gens		
de	de		
toutes	tout		
les	le		
Professions	Professions		
.	.		
Il	il		
cherchoit	chercher		
avec	avec		
beaucoup	beaucoup		
de	de		
soin	soin		
à	à		
s’instruire	seinstruire		
des	de_le		
choses	chose		
que	que		
regardoient	regarder		
ou	ou		
son	son		
employ	employ		
,	,		
ou	ou		
les	le		
conseils	conseil		
qu’il	queil		
devoit	devoir		
donner	donner		
dans	dans		
les	le		
affaires	affaire		
de	de		
l’Estat	lire		
,	,		
avoüant	avoüant		
mesme	mesme		
souvent	souvent		
la	le		
recherche	recherche		
qu’il	queil		
avoit	avoir		
faite	faire		
des	un		
Personnes	Personnes		
qui	qui		
pouvoient	pouvoir		
luy	luy		
donner	donner		
quelques	quelque		
lumieres	lumiere		
,	,		
quoy	quoy		
qu’il	queil		
en	en		
eut	avoir		
beaucoup	beaucoup		
plus	plus		
que	que		
tous	tout		
ceux	celui		
qu’il	queil		
consultoit	consulter		
.	.		
_____	______		
Eloges	Eloges		
des	de_le		
Six	six		
Conseillers	Conseillers		
d’Etat	detat		
ordinaires	ordinaire		
,	,		
&	je		
de	de		
six	six		
Maistres	Maistres		
des	de_le		
Requestes	Requeste		
que	que		
le	le		
Roy	Roy		
a	avoir		
choisis	choisir		
pour	pour		
assister	assister		
au	à_le		
Sceau	Sceau		
Monsieur	monsieur		
Pellisson	Pellisson		
n’est	naître		
inconnu	inconnu		
de	de		
personne	personne		
:	:		
Son	son		
esprit	esprit		
&	être		
sa	son		
probité	probité		
sont	être		
incontestables	incontestable		
;	;		
&	je		
quand	quand		
on	on		
auroit	avoir		
pas	pas		
de	de		
tous	tout		
costez	coster		
mille	mille		
marques	marque		
,	,		
les	le		
graces	grace		
qu’il	queil		
reçoit	recevoir		
continuellement	continuellement		
du	de_le		
Roy	Roy		
doivent	devoir		
en	en		
donner	donner		
témoignage	témoignage		
.	.		
_____	______		
Avanture	Avanture		
d’une	dlé		
jeune	jeune		
Marquise	Marquise		
apres	apre		
la	le		
mort	mort		
de	de		
Monsieur	monsieur		
Gaultier	Gaultier		
excellent	excellent		
Ioüeur	Ioüeur		
de	de		
Luth	Luth		
La	le		
jeune	jeune		
Marquise	Marquise		
que	que		
vous	vous		
connoissez	connaître		
,	,		
qui	qui		
commençoit	commencer		
à	à		
joüer	joèer		
si	si		
bien	bien		
du	de_le		
Lut	Lut		
,	,		
est	être		
au	à_le		
desespoir	désespoir		
depuis	depuis		
quelques	quelque		
jours	jour		
.	.		
Monsieur	monsieur		
Gaultier	Gaultier		
qui	qui		
luy	luy		
montroit	montrer		
,	,		
luy	luy		
avoit	avoir		
assuré	assurer		
qu’elle	quelle		
en	en		
joüeroit	joüeroit		
dans	dans		
peu	peu		
de	de		
temps	temps		
aussi	aussi		
bien	bien		
que	que		
Mademoiselle	mademoiselle		
de	de		
Lenclos	Lenclos		
:	:		
C’estoit	ceester		
beaucoup	beaucoup		
dire	dire		
,	,		
mais	mais		
il	il		
pouvoit	pouvoir		
décider	décider		
sur	sur		
ces	ce		
sortes	sorte		
de	de		
choses	chose		
.	.		
Ce	ce		
furent	être		
les	le		
dernieres	derniere		
paroles	parole		
que	que		
ce	ce		
grand	grand		
Maistre	Maistre		
dit	dire		
en	en		
joüant	joüant		
du	de_le		
Lut	Lut		
;	;		
car	car		
en	en		
sortant	sortir		
de	de		
chez	chez		
la	le		
jeune	jeune		
Marquise	Marquise		
,	,		
il	il		
tomba	tomber		
malade	malade		
de	de		
la	le		
maladie	maladie		
dont	dont		
il	il		
est	être		
mort	mort		
.	.		
Elle	il		
n’eust	naître		
pas	pas		
plutost	plutost		
appris	apprendre		
cette	ce		
nouvelle	nouvelle		
,	,		
que	que		
ne	ne		
voulant	vouloir		
pas	pas		
que	que		
son	son		
Lut	Lut		
survêcut	survêcir		
à	à		
un	un		
si	si		
grand	grand		
Maistre	Maistre		
,	,		
elle	il		
le	il		
cassa	casser		
en	en		
cent	cent		
pieces	piece		
,	,		
&	ê		
résolut	résoudre		
de	de		
n’en	n		
joüer	joüer		
jamais	jamais		
.	.		
Je	je		
ne	ne		
vous	vous		
dis	dire		
rien	rien		
de	de		
cette	ce		
action	action		
,	,		
vous	vous		
en	en		
jugerez	juger		
:	:		
Mais	mais		
si	si		
la	le		
mort	mort		
de	de		
Monsieur	monsieur		
Gaultier	Gaultier		
l’empesche	liempesche		
de	de		
joüer	joüer		
jamais	jamais		
aussi	aussi		
bien	bien		
du	de_le		
Lut	Lut		
que	que		
Mademoiselle	mademoiselle		
de	de		
Lenclos	Lenclos		
,	,		
elle	il		
devroit	devoir		
travailler	travailler		
à	à		
luy	luy		
ressembler	ressembler		
du	de_le		
costé	costé		
de	de		
l’esprit	lN		
,	,		
dont	dont		
vous	vous		
sçavez	sçaver		
que	que		
cette	ce		
Illustre	Illustre		
Personne	Personne		
a	avoir		
infinîment	infiniment		
.	.		
_____	______		
L’Histoire	L		
du	de_le		
Mary	Mary		
qui	qui		
se	se		
croit	croire		
Cocu	Cocu		
par	par		
luy	luy		
-	-		
mesme	mesme		
JE	je		
ne	ne		
sçais	sçais		
,	,		
Madame	madame		
,	,		
si	si		
vous	vous		
n’avez	naver		
point	point		
encore	encore		
oüy	oüy		
parler	parler		
d’une	déune		
Avanture	Avanture		
arrivée	arriver		
depuis	depuis		
quelque	quelque		
temps	temps		
en	en		
cette	ce		
Ville	ville		
,	,		
&	ê		
qui	qui		
a	avoir		
fait	faire		
assez	assez		
de	de		
bruit	bruit		
ce	ce		
Carnaval	Carnaval		
dans	dans		
tous	tout		
les	le		
Bals	Bal		
de	de		
Paris	Paris		
.	.		
Un	un		
jeune	jeune		
Marié	Marié		
s’estant	soister		
trouvé	trouver		
une	un		
apresdînée	apresdîner		
avec	avec		
plusieurs	plusieurs		
de	de		
ses	son		
Amis	ami		
,	,		
leur	leur		
dit	dire		
que	que		
le	le		
soir	soir		
mesme	mesmer		
il	il		
y	y		
auroit	avoir		
assemblée	assembler		
chez	chez		
luy	luïr		
,	,		
&	ê		
que	que		
l’on	lire		
donnoit	donner		
Bal	Bal		
à	à		
une	un		
Sœur	Sour		
de	de		
sa	son		
Femme	femme		
qui	qui		
demeuroit	demeurer		
avec	avec		
elle	il		
.	.		
Un	un		
des	de_le		
plus	plus		
enjoüez	enjoüer		
de	de		
la	le		
Compagnie	Compagnie		
leur	il		
persuada	persuader		
qu’ils	queil		
devoient	dévoyer		
tous	tous		
y	y		
aller	aller		
déguisez	déguiser		
,	,		
&	ê		
dit	dire		
à	à		
ce	ce		
nouveau	nouveau		
Marié	Marié		
qu’il	queil		
auroit	avoir		
beaucoup	beaucoup		
plus	plus		
de	de		
plaisir	plaisir		
,	,		
s’il	sail		
venoit	venir		
avec	avec		
eux	il		
sans	sans		
se	se		
faire	faire		
connoistre	connaistre		
.	.		
Il	il		
y	y		
consentit	consentir		
,	,		
&	je		
ils	il		
envoyerent	envoyer		
sur	sur		
l’heure	liheure		
chercher	chercher		
des	un		
Habits	Habit		
pour	pour		
se	se		
travestir	travestir		
.	.		
L’Heure	L		
du	de_le		
Bal	Bal		
estant	estant		
venuë	venu		
,	,		
ils	il		
s’y	s		
rendirent	rendre		
,	,		
&	être		
leur	leur		
bonne	bon		
mine	mine		
y	y		
fit	faire		
beaucoup	beaucoup		
conquestes	conqueste		
.	.		
Le	le		
jeune	jeune		
Espoux	Espoux		
en	en		
fit	faire		
une	un		
dont	dont		
la	le		
fin	fin		
ne	ne		
luy	luy		
plût	plaire		
pas	pas		
,	,		
&	je		
sa	son		
Femme	femme		
devint	devenir		
amoureuse	amoureux		
de	de		
luy	luy		
sans	sans		
le	le		
reconnoistre	reconnaistre		
.	.		
Elle	il		
ne	ne		
fut	être		
pas	pas		
longtemps	longtemps		
sans	sans		
luy	luy		
en	en		
donner	donner		
des	un		
marques	marque		
:	:		
elle	il		
luy	luy		
serra	serrer		
plusieurs	plusieurs		
fois	fois		
la	le		
main	main		
;	;		
&	ê		
il	il		
répondit	répondre		
à	à		
sa	son		
tendresse	tendresse		
,	,		
en	en		
pressant	presser		
aussi	aussi		
la	le		
sienne	sien		
le	le		
plus	plus		
amoureusement	amoureusement		
qu’il	queil		
luy	luy		
fut	être		
possible	possible		
,	,		
car	car		
l’avanture	liavanture		
le	il		
refroidissoit	refroidir		
,	,		
loin	loin		
de	de		
l’échauffer	lnéchauffer		
,	,		
&	ê		
jamais	jamais		
Homme	homme		
ne	ne		
fut	être		
si	si		
fâché	fâcher		
d’estre	dé		
pris	prendre		
pour	pour		
un	un		
autre	autre		
.	.		
Il	il		
voulut	vouloir		
voir	voir		
jusques	jusque		
où	où		
il	il		
pouvoit	pouvoir		
pousser	pousser		
ses	son		
affaires	affaire		
:	:		
mais	mais		
il	il		
trouva	trouver		
les	le		
choses	chose		
si	si		
bien	bien		
disposées	disposer		
,	,		
qu’il	queil		
n’eut	naître		
pas	pas		
de	de		
peine	peine		
à	à		
devenir	devenir		
heureux	heureux		
;	;		
je	je		
dis	dire		
heureux	heureux		
en	en		
sa	son		
qualité	qualité		
de	de		
Galant	Galant		
,	,		
car	car		
il	il		
ne	ne		
l’estoit	lire		
pas	pas		
comme	comme		
Mary	Mary		
.	.		
Sa	son		
Femme	femme		
qui	qui		
avoit	avoir		
sans	sans		
doute	doute		
oüy	oüy		
dire	dire		
qu’il	queil		
ne	ne		
faut	falloir		
jamais	jamais		
laisser	laisser		
perdre	perdre		
une	un		
occasion	occasion		
favorable	favorable		
,	,		
&	ê		
qu’on	queon		
ne	ne		
retrouve	retrouver		
pas	pas		
toûjours	toûjours		
celles	celui		
qu’on	queon		
laisse	laisser		
échapper	échapper		
,	,		
crût	crût		
qu’elle	quelle		
devoit	devoir		
profiter	profiter		
de	de		
celle	celui		
que	que		
le	le		
Bal	Bal		
luy	luy		
présentoit	présenter		
;	;		
&	ê		
que	que		
la	le		
confusion	confusion		
de	de		
Gens	Gens		
qui	qui		
estoient	estoyer		
chez	chez		
elle	il		
,	,		
luy	luy		
donnant	donner		
lieu	lieu		
de	de		
se	se		
dérober	dérober		
de	de		
l’assemblée	liassemblée		
sans	sans		
qu’on	queon		
s’en	s		
apperçût	apercevoir		
,	,		
elle	il		
devoit	devoir		
en	en		
sortir	sortir		
avec	avec		
son	son		
nouvel	nouveau		
Amant	amant		
(	(		
ce	ce		
qu’elle	quelle		
fit	faire		
fort	fort		
adroitement	adroitement		
.	.		
)	)		
Elle	il		
le	il		
fit	faire		
passer	passer		
pour	pour		
par	par		
un	un		
Escalier	Escalier		
dérobé	dérober		
,	,		
&	ê		
le	il		
mena	mena		
dans	dans		
une	un		
Chambre	Chambre		
où	où		
ils	il		
ne	ne		
pouvoient	pouvoir		
estre	estre		
surpris	surpris		
.	.		
Je	je		
ne	ne		
vous	vous		
diray	dire		
point	point		
tout	tout		
ce	ce		
qui	qui		
se	se		
passa	passer		
,	,		
mais	mais		
la	le		
Dame	Dame		
en	en		
fut	être		
assez	assez		
contente	content		
:	:		
Elle	il		
eust	eust		
pourtant	pourtant		
du	de_le		
chagrin	chagrin		
de	de		
ce	ce		
qu’il	queil		
ne	ne		
vouloit	vouloir		
point	point		
parler	parler		
,	,		
&	avoir		
de	de		
ce	ce		
que	que		
de	de		
peur	peur		
d’estre	dé		
connu	connaître		
,	,		
il	il		
avoit	avoir		
éteint	éteindre		
la	le		
lumiere	lumière		
avant	avant		
que	que		
de	de		
se	se		
démasquer	démasquer		
.	.		
Elle	il		
luy	luy		
en	en		
demanda	demander		
plusieurs	plusieurs		
fois	fois		
les	le		
raisons	raison		
:	:		
Il	il		
ne	ne		
luy	luire		
répondit	répondre		
point	point		
d’abord	dîabord		
;	;		
mais	mais		
dés	dé		
qu’il	queil		
crût	crût		
avoir	avoir		
assez	assez		
dequoy	dequoy		
la	il		
convaincre	convaincre		
,	,		
il	il		
prit	prendre		
la	le		
parole	parole		
pour	pour		
luy	luy		
reprocher	reprocher		
son	son		
infidelité	infidelité		
:	:		
Elle	il		
luy	luy		
répondit	répondre		
avec	avec		
une	un		
hardiesse	hardiesse		
d’autant	déautant		
plus	plus		
grande	grand		
,	,		
qu’il	queil		
n’y	n		
avoit	avoir		
point	point		
de	de		
lumiere	lumière		
qui	qui		
pût	pouvoir		
faire	faire		
remarquer	remarquer		
le	le		
changement	changement		
de	de		
son	son		
visage	visage		
;	;		
&	a		
comme	comme		
elle	il		
eust	eust		
le	le		
temps	temps		
de	de		
se	se		
remettre	remettre		
de	de		
sa	son		
surprise	surprise		
,	,		
elle	il		
luy	luire		
dit	dire		
qu’elle	quelle		
l’avoit	laavoit		
toûjours	toûjours		
connu	connaître		
,	,		
